Type,SerialNumber,Tracer,Class,MC,ProductionOrder,SalesOrder,PurchaseOrder,User,LastUpdated,Qty,0,1,2,3,4,5,6,7,8,9,10
SSCO,KIT00096012,10236284,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,KIT00096032,10236365,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,KIT00096034,10236373,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,KIT00096035,10236377,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,KIT00096028,10236349,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614408,10239250,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614411,10239259,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614416,10239274,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614418,10239280,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614422,10239292,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614423,10239295,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614412,10239262,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614413,10239265,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614415,10239271,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614424,10239298,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614419,10239283,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614420,10239286,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614417,10239277,7370,7370MC1,118974970,7040974576,2011820478,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614203,10237783,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614209,10237801,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614210,10237804,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614212,10237810,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614205,10237789,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614207,10237795,7370,7370MC1,118943800,7040974575,2011820477,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614372,10239232,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614391,10239219,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614388,10239213,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614390,10239217,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614365,10239218,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614368,10239224,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614366,10239220,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614377,10239191,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614379,10239195,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614384,10239205,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614382,10239201,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614389,10239215,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614360,10239208,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614363,10239214,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614378,10239193,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614357,10239202,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614374,10239236,7358,7358MC485,118974868,7040952493,5001509656,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614393,10239223,7358,7358MC485,118974869,7040952494,5001509653,2200631,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614352,10239192,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614356,10239200,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614358,10239204,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614367,10239222,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614354,10239196,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614362,10239212,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614359,10239206,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614350,10239186,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614355,10239198,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614371,10239230,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60613780,10237175,7358,7358MC485,118926016,7040952492,5001509651,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614370,10239228,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614353,10239194,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614369,10239226,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614375,10239185,7358,7358MC485,118974869,7040952494,5001509653,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614351,10239189,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614361,10239210,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,57-60614364,10239216,7358,7358MC485,118974868,7040952493,5001509656,1429509,2023-11-01,1,,,,,,,,,,,
SSCO,KIT00096005,10236243,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096008,10236261,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096023,10236329,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096026,10236341,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095984,10236117,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095989,10236147,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096009,10236267,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096016,10236301,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095972,10236045,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095973,10236051,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095978,10236081,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095975,10236062,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095990,10236153,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095998,10236201,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095999,10236207,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096003,10236231,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096004,10236237,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095981,10236099,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095980,10236093,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096015,10236297,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096022,10236325,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00095986,10236129,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096006,10236249,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096014,10236293,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096020,10236317,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,KIT00096010,10236273,7358-K708-V001,7358-K708-V001,118906513,7040839376,2011816426,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614202,10237780,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614204,10237786,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614206,10237792,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614211,10237807,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614213,10237813,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614214,10237816,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614407,10239247,7370,7370MC1,118974970,7040974576,2011820478,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614405,10239241,7370,7370MC1,118974970,7040974576,2011820478,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614215,10237819,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614404,10239237,7370,7370MC1,118974970,7040974576,2011820478,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614187,10237809,7370,7370MC1,118943778,7040974573,2011820471,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614189,10237815,7370,7370MC1,118943778,7040974573,2011820471,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614191,10237747,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614200,10237774,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
SSCO,57-60614192,10237750,7370,7370MC1,118943800,7040974575,2011820477,3238473,2023-10-01,1,,,,,,,,,,,
ATM,57-60614341,10238634,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614340,10238633,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614333,10238625,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614337,10238630,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613888,10237293,6682,6682MC2498,118941363,7041008966,2011821236,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613868,10237291,6688,6688MC2550,118941357,7041109998,2011823658,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614343,10238636,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613887,10237289,6682,6682MC2498,118941363,7041008966,2011821236,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613884,10237301,6682,6682MC2482,118941362,7041058495,2011822356,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614348,10238641,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614346,10238639,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614347,10238640,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613892,10237306,6682,6682MC2303,118941359,7041032790,2011821830,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60614339,10238632,6688,6688MC2499,118945358,7041119571,2011823884,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613883,10237300,6682,6682MC2482,118941362,7041058495,2011822356,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613879,10237292,6682,6682MC2482,118941362,7041058495,2011822356,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613881,10237298,6682,6682MC2482,118941362,7041058495,2011822356,2200631,2023-10-01,1,,,,,,,,,,,
ATM,57-60613880,10237296,6682,6682MC2482,118941362,7041058495,2011822356,2200631,2023-10-01,1,,,,,,,,,,,
